"""ID""",FireSeason,Month,Day,SitReportDate,TotalFires,TotalAcres,HumanFires,HumanAcres,LightningFires,LightningAcres,PrepLevel
1395,2008,10,3,20081003,368,103299.6,263,,75,,1
1396,2008,10,6,20081006,368,103299.6,263,,75,,1
1397,2008,10,7,20081007,368,103299.6,263,,75,,1
1398,2008,10,8,20081008,368,103299.6,263,,75,,1
1399,2008,10,9,20081009,367,103299.6,263,,75,,1
1400,2008,10,10,20081010,367,103299.6,263,,75,,1
1401,2008,10,21,20081021,367,103649.4,265,,74,,1
1402,2008,12,12,20081212,367,103649.4,265,,74,,1
963,2009,1,22,20090122,1,0,,,,,0
964,2009,4,6,20090406,2,0.2,,,,,0
965,2009,4,7,20090407,2,0.2,,,,,0
966,2009,4,8,20090409,2,0.2,,,,,0
967,2009,4,9,20090409,2,0.2,,,,,0
968,2009,4,10,20090410,3,0.3,,,,,0
969,2009,4,13,20090413,3,0.3,3,,3,,1
970,2009,4,14,20090414,4,0.4,4,,0,,1
971,2009,4,15,20090415,4,0.4,4,,0,,1
972,2009,4,16,20090416,4,0.4,4,,0,,1
973,2009,4,17,20090417,4,0.4,4,,0,,1
974,2009,4,20,20090420,5,0.5,5,,0,,1
975,2009,4,21,20090421,8,0.9,8,,0,,1
976,2009,4,22,20090422,8,0.9,8,,0,,1
977,2009,4,23,20090423,8,0.9,8,,0,,1
978,2009,4,24,20090424,8,0.9,8,,0,,1
979,2009,4,27,20090427,8,0.9,8,,0,,1
980,2009,4,28,20090428,11,2.2,11,,0,,1
981,2009,4,29,20090429,12,2.3,12,,0,,1
982,2009,4,30,20090430,22,21,21,,0,,1
983,2009,5,1,20090501,31,31.2,28,,0,,1
984,2009,5,3,20090503,41,20234.1,38,,0,,1
985,2009,5,4,20090504,53,23694.4,50,,0,,1
986,2009,5,5,20090505,54,23698.6,54,,0,,1
987,2009,5,6,20090506,56,23669.3,60,,0,,1
988,2009,5,7,20090507,57,38639.7,61,,0,,1
989,2009,5,8,20090508,58,38686.3,62,,0,,1
990,2009,5,9,20090509,63,38777.1,63,,0,,1
991,2009,5,10,20090510,66,38778.3,66,,0,,1
992,2009,5,11,20090511,67,38778.8,67,,0,,1
993,2009,5,12,20090512,71,38789.3,71,,0,,1
994,2009,5,13,20090513,76,38855.4,76,,0,,1
995,2009,5,14,20090514,79,39491.2,79,,0,,2
996,2009,5,15,20090515,83,39866.1,83,,0,,2
997,2009,5,16,20090516,83,39866.1,83,,0,,2
998,2009,5,17,20090517,89,39867,89,,0,,2
999,2009,5,18,20090518,94,39868,94,,0,,2
1000,2009,5,20,20090520,109,39894.9,109,,0,,1
1001,2009,5,21,20090521,117,39893.2,117,,0,,1
1002,2009,5,22,20090522,123,39906.2,121,,1,,1
1003,2009,5,23,20090523,126,39912.1,125,,1,,1
1004,2009,5,24,20090524,143,40137.7,134,,9,,2
1005,2009,5,25,20090525,152,41805.6,137,,15,,2
1006,2009,5,26,20090526,164,49897,140,,24,,2
1007,2009,5,27,20090527,179,62646.3,147,,29,,2
1008,2009,5,28,20090528,190,73730.1,151,,32,,2
1009,2009,5,29,20090529,192,90383.9,155,,36,,2
1010,2009,5,30,20090530,193,93227.1,156,,36,,2
1011,2009,5,31,20090531,193,98163.3,156,,37,,2
1013,2009,6,1,20090601,195,98838.1,158,,37,,2
1014,2009,6,2,20090602,197,101688.8,159,,38,,2
1015,2009,6,3,20090603,201,107107.3,162,,38,,2
1016,2009,6,4,20090604,203,113917,162,,38,,2
1017,2009,6,5,20090605,204,127261,163,,38,,2
1018,2009,6,6,20090606,205,133283,164,,38,,2
1019,2009,6,7,20090607,207,143775.5,166,,38,,2
1020,2009,6,8,20090608,213,144944.1,174,,39,,2
1021,2009,6,9,20090609,215,150388.1,176,,39,,2
1022,2009,6,10,20090610,219,167813,178,,40,,2
1023,2009,6,11,20090611,224,172173.7,184,,40,,2
1024,2009,6,12,20090612,228,175798.9,186,,42,,2
1025,2009,6,13,20090613,235,190365,186,,49,,2
1026,2009,6,14,20090614,248,193371.4,186,,61,,2
1027,2009,6,15,20090615,250,194032.8,188,,62,,2
1028,2009,6,16,20090616,251,203001,189,,62,,1
1029,2009,6,17,20090617,257,216087.7,191,,67,,1
1030,2009,6,18,20090618,265,237885,192,,67,,1
1031,2009,6,19,20090619,276,243708.3,193,,77,,1
1032,2009,6,20,20090620,286,254124.3,193,,86,,2
1033,2009,6,21,20090621,292,275326.9,193,,92,,2
1034,2009,6,23,20090623,303,288541.3,197,,97,,2
1035,2009,6,24,20090624,305,290109.9,197,,99,,2
1036,2009,6,25,20090625,306,294680.6,198,,99,,2
1037,2009,6,26,20090626,315,297729.3,198,,108,,2
1038,2009,6,27,20090627,316,298836.3,199,,108,,2
1039,2009,6,28,20090628,317,302811.4,200,,108,,2
1040,2009,6,29,20090629,317,303957.4,200,,108,,2
1041,2009,6,30,20090630,319,304368.8,200,,108,,1
1042,2009,7,1,20090701,321,313849,201,,111,,1
1043,2009,7,2,20090702,323,324727.3,203,,111,,1
1044,2009,7,3,20090703,331,325996.3,206,,115,,1
1045,2009,7,4,20090704,334,360201.5,208,,117,,2
1046,2009,7,5,20090705,341,385474,208,,124,,2
1047,2009,7,6,20090706,350,486861.1,214,,125,,2
1048,2009,7,7,20090707,354,511031.2,218,,127,,2
1049,2009,7,8,20090708,363,620729.7,223,,131,,3
1050,2009,7,9,20090709,374,678118.2,233,,132,,3
1051,2009,7,10,20090710,379,696742.8,235,,134,,3
1052,2009,7,12,20090712,386,759574.4,238,,139,,3
1053,2009,7,13,20090713,393,765573.9,242,,142,,3
1054,2009,7,14,20090714,401,992439.2,245,,146,,3
1055,2009,7,15,20090715,404,907787.3,249,,138,,3
1056,2009,7,16,20090716,409,965170.4,252,,140,,3
1057,2009,7,17,20090717,410,983043.1,251,,142,,3
1058,2009,7,18,20090718,417,1153472.4,252,,148,,3
1059,2009,7,19,20090719,426,1051879.5,258,,150,,3
1060,2009,7,20,20090720,427,1114323.3,260,,151,,3
1061,2009,7,21,20090721,433,1147634,260,,154,,3
1062,2009,7,22,20090722,432,1287991.6,261,,154,,3
1063,2009,7,23,20090723,437,1306822.7,263,,156,,3
1064,2009,7,24,20090724,441,1389545.6,263,,159,,3
1065,2009,7,25,20090725,444,1448000.4,263,,161,,3
1066,2009,7,26,20090726,449,1511359.5,265,,164,,3
1067,2009,7,27,20090727,455,1539332.7,268,,165,,3
1068,2009,7,28,20090728,456,1604869.9,269,,166,,3
1069,2009,7,29,20090729,460,1794315.8,274,,167,,3
1070,2009,7,30,20090730,464,1837418.4,276,,169,,3
1071,2009,7,31,20090731,466,1867361.5,277,,169,,3
1072,2009,8,1,20090801,469,2081293.7,278,,171,,4
1073,2009,8,2,20090802,478,2206069,282,,164,,4
1074,2009,8,3,20090803,483,2378578.6,285,,166,,4
1075,2009,8,4,20090804,489,2452021.8,289,,167,,4
1076,2009,8,5,20090805,495,2583733.1,292,,170,,4
1077,2009,8,6,20090806,496,2687680.5,293,,170,,5
1078,2009,8,7,20090807,498,2773760.8,295,,170,,5
1079,2009,8,8,20090808,499,2834070,296,,170,,4
1080,2009,8,9,20090809,501,2860805.1,300,,177,,4
1081,2009,8,10,20090810,503,2913160.1,302,,174,,4
1082,2009,8,11,20090811,505,2918672.1,304,,174,,3
1083,2009,8,12,20090812,505,2921218.8,304,,174,,3
1084,2009,8,13,20090813,505,2916216.8,304,,174,,3
1085,2009,8,14,20090814,505,2924576.8,304,,174,,3
1086,2009,8,15,20090815,506,2930219.9,306,,174,,3
1087,2009,8,16,20090816,506,2927687.8,306,,173,,2
1088,2009,8,17,20090817,507,2927693.9,306,,173,,2
1089,2009,8,18,20090818,508,2934666.2,307,,173,,2
1090,2009,8,19,20090819,509,2934740.2,308,,173,,2
1091,2009,8,20,20090820,511,2934760.7,310,,173,,2
1092,2009,8,21,20090821,511,2934760.7,310,,173,,2
1093,2009,8,22,20090822,511,2934740.7,310,,173,,1
1094,2009,8,23,20090823,512,2934759.8,311,,173,,1
1095,2009,8,24,20090824,511,2934453.8,311,,173,,1
1096,2009,8,25,20090825,511,2934453.8,311,,173,,1
1097,2009,8,26,20090826,511,2934453.8,311,,173,,1
1098,2009,8,27,20090827,511,2934453.8,312,,173,,1
1099,2009,8,28,20090829,512,2934454.1,312,,173,,1
1100,2009,8,29,20090829,512,2934454.1,312,,173,,1
1101,2009,8,30,20090830,512,2934454.1,312,,173,,1
1102,2009,8,31,20090831,512,2934454.3,312,,173,,1
1103,2009,9,1,20090901,512,2934592.5,312,,173,,1
1104,2009,9,2,20090802,513,2934603.4,313,,173,,1
1105,2009,9,3,20090903,513,2934603.4,313,,173,,1
1106,2009,9,4,20090904,513,2934603.4,313,,173,,1
1107,2009,9,8,20090908,514,2934603.7,314,,173,,1
1108,2009,9,9,20090909,514,2934607.7,315,,173,,1
1109,2009,9,10,20090910,515,2934607.8,314,,174,,1
1110,2009,9,11,20090911,516,2934607.8,315,,174,,1
1111,2009,9,14,20090914,516,2934607.8,315,,174,,1
1112,2009,9,15,20090915,516,2934607.8,315,,171,,1
1113,2009,9,16,20090916,516,2934608.3,316,,171,,1
1114,2009,9,17,20090917,516,2934608.3,316,,171,,1
1115,2009,9,18,20090918,516,2935252.1,316,,171,,1
1116,2009,9,21,20090921,516,2939880.2,316,,171,,1
1117,2009,9,22,20090922,519,2939881.2,317,,169,,1
1118,2009,9,23,20090923,517,2939880.3,317,,169,,1
1119,2009,9,24,20090924,519,2939886.5,317,,169,,1
1120,2009,9,25,20090925,516,2942037.2,317,,165,,1
1121,2009,9,28,20090928,516,2942037.2,317,,165,,1
1122,2009,9,29,20090929,520,2942049.1,318,,169,,1
1123,2009,9,30,20090930,520,2939834.3,318,,169,,1
1124,2009,10,1,20091001,520,2939834.3,317,,169,,1
1125,2009,10,9,20091009,520,2951581.3,319,,160,,1
1126,2009,10,12,20091012,520,2951581.3,319,,160,,1
1127,2009,10,13,20091013,520,2951582,319,,160,,1
1128,2009,10,23,20091023,522,2951582.2,320,,160,,1
1129,2009,11,9,20091109,529,2951592.9,328,,160,,1
1130,2009,12,15,20091215,530,2951593,329,,160,,2
1131,2009,12,16,20091216,529,2951592.9,329,,159,,1
1132,2009,12,17,20091217,529,2951592.9,329,,159,,1
566,2010,3,25,20100325,1,0.4,,,,,0
298,2010,4,1,20100401,2,0.5,,,,,0
568,2010,4,2,20100402,3,0.6,,,,,1
300,2010,4,5,20100405,3,0.6,,,,,1
301,2010,4,6,20100406,3,0.6,,,,,1
302,2010,4,7,20100407,5,10.7,,,,,1
303,2010,4,8,20100408,5,10.7,,,,,1
304,2010,4,9,20100409,5,10.7,,,,,1
305,2010,4,12,20100412,5,10.7,,,,,1
306,2010,4,13,20100413,7,10.8,,,,,1
307,2010,4,14,20100414,7,10.8,,,,,1
308,2010,4,15,20100415,7,10.8,,,,,1
309,2010,4,16,20100416,7,10.8,,,,,1
310,2010,4,19,20100419,9,12.9,,,,,1
311,2010,4,20,20100420,11,1406,,,,,1
312,2010,4,21,20100421,14,1154.7,,,,,1
313,2010,4,22,20100422,18,1162.5,,,,,1
314,2010,4,23,20100423,20,1172.3,,,,,1
316,2010,4,25,20100425,26,1206.5,,,,,1
317,2010,4,26,20100426,27,1206.9,,,,,1
318,2010,4,27,20100427,33,1210.7,,,,,1
319,2010,4,28,20100428,38,2211.1,,,,,1
320,2010,4,29,20100429,40,2224.2,,,,,1
321,2010,4,30,20100430,46,2228.7,,,,,1
322,2010,5,1,20100501,47,2228.8,,,,,1
323,2010,5,2,20100502,49,2230.3,,,,,1
324,2010,5,3,20100503,53,2271.7,,,,,1
325,2010,5,4,20100504,56,2277.3,,,,,1
326,2010,5,5,20100505,62,2283.2,,,,,1
327,2010,5,6,20100506,67,2284.2,,,,,1
328,2010,5,7,20100507,72,2285.3,,,,,1
329,2010,5,10,20100510,81,2298.9,,,,,1
330,2010,5,11,20100511,84,2311.8,,,,,1
331,2010,5,12,20100512,88,2307.1,,,,,1
332,2010,5,13,20100513,92,2594.2,,,,,1
333,2010,5,14,20100514,97,2601.7,,,,,1
334,2010,5,17,20100517,116,4788,,,,,1
335,2010,5,18,20100518,124,5362.1,,,,,1
336,2010,5,19,20100519,134,7663.8,,,,,1
827,2010,5,20,20100520,136,18576.6,,,,,1
828,2010,5,21,20100521,138,27445.6,,,,,2
829,2010,5,22,20100522,144,27551.7,,,,,2
830,2010,5,23,20100523,153,32451.8,,,,,2
831,2010,5,24,20100524,156,49922.6,,,,,2
832,2010,5,25,20100525,167,50607.9,,,,,2
833,2010,5,26,20100526,178,51219.6,,,,,2
834,2010,5,27,20100527,199,59120.3,,,,,3
835,2010,5,28,20100528,219,74244.2,,,,,3
836,2010,5,29,20100529,237,114906.2,,,,,3
837,2010,5,30,20100530,251,177349.7,,,,,4
838,2010,5,31,20100531,261,260024.2,,,,,4
839,2010,6,1,20100601,276,352704.3,,,,,4
840,2010,6,2,20100602,283,422464.5,,,,,4
841,2010,6,3,20100603,293,463916.9,,,,,4
842,2010,6,4,20100604,297,478017.5,,,,,4
843,2010,6,5,20100605,307,542412.7,,,,,4
844,2010,6,6,20100606,311,523266.2,,,,,4
845,2010,6,7,20100607,314,534077,,,,,4
846,2010,6,8,20100608,322,546672.7,,,,,4
847,2010,6,10,20100610,351,770579,,,,,3
848,2010,6,11,20100611,360,779683.8,,,,,3
849,2010,6,12,20100612,365,798121.1,,,,,3
850,2010,6,13,20100613,368,856481.2,,,,,3
851,2010,6,14,20100614,370,856252.5,,,,,3
852,2010,6,15,20100615,377,856394.1,,,,,3
853,2010,6,17,20100617,381,852758.1,,,,,3
854,2010,6,18,20100618,385,852377.2,,,,,2
855,2010,6,19,20100619,386,851145.8,,,,,2
856,2010,6,20,20100620,387,851805.9,,,,,2
857,2010,6,21,20100621,389,851806.5,,,,,2
858,2010,6,22,20100622,394,851836.7,,,,,2
859,2010,6,23,20100623,403,853655.9,,,,,2
860,2010,6,24,20100624,439,857257.2,,,,,2
861,2010,6,25,20100625,444,862058.7,,,,,2
862,2010,6,26,20100626,455,877682.3,,,,,2
863,2010,6,27,20100627,458,890985.8,,,,,2
864,2010,6,28,20100628,460,901203,,,,,2
865,2010,6,29,20100629,462,908666.1,,,,,2
866,2010,6,30,20100630,464,911291.9,,,,,2
1134,2010,7,1,20100701,475,915389.2,,,,,2
1135,2010,7,2,20100702,475,917123.9,,,,,3
1136,2010,7,3,20100703,511,919277.8,,,,,3
1137,2010,7,4,20100704,534,923542.5,,,,,3
1138,2010,7,5,20100705,537,932481.8,,,,,3
1139,2010,7,6,20100706,538,937633.8,,,,,3
1140,2010,7,7,20100707,541,939113.9,,,,,3
1141,2010,7,8,20100708,547,971479,,,,,2
1142,2010,7,9,20100709,552,977734,,,,,2
1143,2010,7,10,20100710,566,983973.2,,,,,2
1144,2010,7,11,20100711,573,994071.9,,,,,2
1145,2010,7,12,20100712,577,1003676.5,,,,,2
1146,2010,7,13,20100713,581,1046668.5,,,,,2
1147,2010,7,14,20100714,583,1059789.9,,,,,2
1148,2010,7,15,20100715,585,1094466.4,,,,,2
1149,2010,7,16,20100716,587,1103319.7,,,,,2
1150,2010,7,17,20100717,588,1114861.4,,,,,2
1151,2010,7,18,20100718,590,1123214.3,,,,,2
1152,2010,7,19,20100719,592,1136378.8,,,,,1
1153,2010,7,20,20100720,593,1136378.9,,,,,1
1154,2010,7,21,20100721,593,1136627.9,,,,,1
1155,2010,7,22,20100722,594,1138499,,,,,1
1156,2010,7,23,20100723,594,1148016.9,,,,,1
1157,2010,7,24,20100724,595,1148017.5,,,,,1
1158,2010,7,25,20100725,596,1151450.7,,,,,1
1159,2010,7,26,20100726,596,1151750.7,,,,,1
1160,2010,7,27,20100727,596,1152272.7,,,,,1
1161,2010,7,28,20100728,597,1155703.7,,,,,1
1162,2010,7,29,20100729,599,1155704.3,,,,,1
1163,2010,7,30,20100730,601,1155704.3,,,,,1
1164,2010,7,31,20100731,601,1155704.5,,,,,1
1165,2010,8,1,20100801,602,1155974.5,,,,,1
1166,2010,8,2,20100802,605,1157337.2,,,,,1
1167,2010,8,3,20100803,608,1158725.4,,,,,1
1168,2010,8,4,20100804,611,1169871.6,,,,,1
1169,2010,8,5,20100805,617,1176598.2,,,,,1
1170,2010,8,6,20100806,617,1191381,,,,,1
1171,2010,8,7,20100807,617,1191380.5,,,,,1
1172,2010,8,8,20100808,615,1190716.5,,,,,1
1173,2010,8,9,20100809,617,1190716.5,,,,,1
1174,2010,8,10,20100810,619,1193378.6,,,,,1
1175,2010,8,11,20100811,619,1193478.6,,,,,1
1176,2010,8,12,20100812,620,1193478.7,,,,,1
1177,2010,8,13,20100813,620,1192909.7,,,,,1
1178,2010,8,14,20100814,621,1193909.8,,,,,1
1179,2010,8,15,20100815,622,1190029.9,,,,,1
1180,2010,8,16,20100816,628,1203457.7,,,,,1
1181,2010,8,17,20100817,630,1203458,,,,,1
1182,2010,8,18,20100818,635,1211780.1,,,,,1
1183,2010,8,19,20100819,636,1068705.4,,,,,1
1184,2010,8,21,20100821,637,1077177.5,,,,,1
1185,2010,8,22,20100822,638,1077178.5,,,,,1
1186,2010,8,23,20100823,637,1079677.5,,,,,1
1187,2010,8,24,20100824,642,1079678,,,,,1
1188,2010,8,25,20100825,642,1087575,,,,,1
1189,2010,8,26,20100826,644,1087775.2,,,,,1
1190,2010,8,27,20100827,647,1097548.4,,,,,1
1191,2010,8,28,20100828,647,1097548.6,,,,,1
1192,2010,8,29,20100829,647,1097309.6,,,,,1
1193,2010,8,30,20100830,647,1099309.6,,,,,1
1194,2010,9,2,20100902,648,1101549.7,,,,,1
1195,2010,9,3,20100903,648,1101560.7,,,,,1
1196,2010,9,6,20100906,648,1101252.7,,,,,1
1197,2010,9,7,20100907,648,1101252.7,,,,,1
1198,2010,9,8,20100908,649,1101252.8,,,,,1
1199,2010,9,9,20100909,649,1101235.3,,,,,1
1200,2010,9,10,20100910,649,1099984.3,,,,,1
1201,2010,9,13,20100913,650,1101638.7,,,,,1
1202,2010,9,14,20100914,651,1101637.9,,,,,1
1203,2010,9,15,20100915,652,1101638,,,,,1
1204,2010,9,16,20100916,653,1103138.3,,,,,1
1205,2010,9,17,20100917,653,1105448.3,,,,,1
1206,2010,9,20,20100920,657,1105523.8,,,,,1
1207,2010,9,21,20100921,659,1109512,,,,,1
1208,2010,9,22,20100922,661,1109612.1,,,,,1
1209,2010,9,23,20100923,663,1109914.1,,,,,1
1210,2010,9,24,20100924,668,1117147.7,,,,,1
1211,2010,9,26,20100926,677,1117271.8,,,,,1
1212,2010,9,27,20100927,677,1117271.8,,,,,1
1213,2010,9,28,20100928,679,1117403,,,,,1
1214,2010,9,29,20100929,682,1117408.2,,,,,1
1215,2010,9,30,20100930,682,1119218.2,,,,,1
1216,2010,10,1,20101001,682,1123558.2,,,,,1
1217,2010,10,4,20101004,683,1124593.2,,,,,1
1218,2010,10,8,20101008,688,1126998.1,,,,,1
1219,2010,10,11,20101011,688,1126998.1,,,,,1
1220,2010,10,15,20101015,688,1126997.8,,,,,1
1221,2010,10,22,20101022,688,1126997.8,,,,,1
1222,2010,10,23,20101023,688,1126997.8,,,,,1
1223,2010,10,29,20101029,688,1127131.4,,,,,1
1224,2010,11,5,20101105,688,1128421.6,,,,,1
1225,2010,11,8,20101108,688,1128421.6,,,,,1
1226,2010,11,10,20101110,689,1128421.7,,,,,1
1227,2010,12,1,20101201,689,1122555.1,,,,,1
1228,2010,12,20,20101220,689,1125740.8,,,,,1
1229,2010,12,29,20101229,689,1125419,,,,,1
867,2011,2,3,20110203,1,0.1,,,,,1
868,2011,3,11,20110311,2,0.2,,,,,1
869,2011,3,14,20110314,2,0.2,,,,,1
870,2011,3,16,20110316,2,0.2,,,,,1
871,2011,3,18,20110318,2,0.2,,,,,1
872,2011,3,28,20110328,4,0.4,,,,,1
873,2011,3,30,20110330,5,0.5,,,,,1
874,2011,4,5,20110405,6,0.5,,,,,1
875,2011,4,14,20110414,10,1.2,,,,,1
876,2011,4,15,20110415,11,1.2,,,,,1
877,2011,4,18,20110418,16,6.7,,,,,1
878,2011,4,19,20110419,19,9.1,,,,,1
879,2011,4,20,20110420,21,9.3,,,,,1
880,2011,4,21,20110421,24,11.5,,,,,1
881,2011,4,22,20110422,27,12,,,,,1
882,2011,4,23,20110423,28,12.1,,,,,1
883,2011,4,24,20110424,32,12.4,,,,,1
884,2011,4,25,20110425,34,13,,,,,1
885,2011,4,26,20110426,36,13.1,,,,,1
886,2011,4,27,20110427,37,18.2,,,,,1
887,2011,4,28,20110428,38,18.3,,,,,1
888,2011,4,29,20110429,41,33.5,,,,,1
889,2011,4,30,20110430,42,33.7,,,,,1
890,2011,5,1,20110501,42,33.7,,,,,1
891,2011,5,2,20110502,46,34,,,,,1
892,2011,5,11,20110511,74,99.6,,,,,1
893,2011,5,12,20110512,86,116.1,,,,,1
894,2011,5,14,20110514,102,881.2,,,,,1
895,2011,5,15,20110515,116,888.7,,,,,1
896,2011,5,16,20110516,120,895.3,,,,,1
897,2011,5,17,20110517,125,939.9,,,,,1
898,2011,5,18,20110518,134,989.1,,,,,1
899,2011,5,19,20110519,141,990,,,,,1
900,2011,5,20,20110520,146,990.6,,,,,1
901,2011,5,22,20110522,164,1925.3,,,,,1
902,2011,5,23,20110523,170,2817.1,,,,,2
903,2011,5,24,20110524,178,4105.4,,,,,2
904,2011,5,25,20110525,181,4259.2,,,,,2
905,2011,5,26,20110526,191,6435.5,,,,,2
906,2011,5,27,20110527,203,13304.3,,,,,2
907,2011,5,28,20110528,212,17600.8,,,,,2
908,2011,5,30,20110530,247,72065.7,,,,,3
909,2011,5,31,20110531,262,103674.1,,,,,3
152,2011,6,1,20110601,270,135695.8,215,29479,62,145129,3
154,2011,6,2,20110602,275,170040.6,219,21342.8,55,148697.9,3
156,2011,6,3,20110603,284,183534.8,225,22936.8,57,166773.5,3
158,2011,6,4,20110604,288,199437.1,230,21348,59,192270,3
160,2011,6,5,20110605,290,213618.5,231,22967,61,197363,3
162,2011,6,6,20110606,291,220330.5,236,22970,61,202081,3
164,2011,6,7,20110607,296,225051.8,241,23022,62,209334,3
166,2011,6,8,20110608,302,232356,243,23028,62,224219,3
168,2011,6,9,20110609,304,247246.2,246,23027,62,219146,3
170,2011,6,10,20110610,307,242173.1,247,23028,62,237149,3
172,2011,6,11,20110611,308,260177.2,249,23029,65,237703,3
174,2011,6,12,20110612,313,260731.3,253,23029,65,238179,3
176,2011,6,13,20110613,319,261208.3,256,23030,66,240122,3
178,2011,6,14,20110614,320,261216.3,257,23030,66,240122,3
180,2011,6,15,20110615,322,265582.5,257,23030,67,240122,3
187,2011,6,16,20110616,323,263152.2,258,23030,67,240122,3
189,2011,6,17,20110617,325,263182.5,259,23030,67,240349,2
191,2011,6,18,20110618,326,263379.2,261,23030,67,240357,2
193,2011,6,19,20110619,329,263402.5,263,23031,67,240358,2
195,2011,6,20,20110620,331,263919.1,264,23031,69,240910,2
197,2011,6,21,20110621,334,265941.6,264,23031,69,239181,2
199,2011,6,22,20110622,334,262212.3,265,23031,69,239181,2
201,2011,6,23,20110623,335,262213.1,266,23032,69,239167,2
203,2011,6,24,20110624,335,262200,268,23032,70,239169,2
205,2011,6,25,20110625,336,262201.1,271,23032,78,239396,2
207,2011,6,26,20110626,347,262427.8,271,23032,78,239396,2
209,2011,6,27,20110627,349,265416.8,274,23033,79,239485,2
211,2011,6,28,20110628,353,262518.8,274,23033,79,239588,1
213,2011,6,29,20110629,352,262620.2,278,23033,80,239588,1
215,2011,6,30,20110630,357,262620.7,281,23033,80,239588,1
224,2011,7,1,20110701,360,262621,283,23033,80,239588,1
226,2011,7,2,20110702,362,262623.3,283,23033,80,239588,1
228,2011,7,3,20110703,362,262623.3,280,23027,83,239596,1
230,2011,7,4,20110704,362,262623.3,285,23029,83,239596,1
232,2011,7,5,20110705,367,262624.7,290,23032,83,239596,1
234,2011,7,6,20110706,372,262628,290,23032,83,239596,1
236,2011,7,7,20110707,372,262628,290,23032,83,239596,1
238,2011,7,8,20110708,393,262905,291,23032,102,239868,1
240,2011,7,9,20110709,408,263926.7,293,23032,116,240894,1
242,2011,7,10,20110710,419,265224.2,293,23032,127,242165,1
244,2011,7,11,20110711,423,269101.8,297,23032,127,246069,1
246,2011,7,12,20110712,428,271941.1,301,25207,127,246734,1
248,2011,7,13,20110713,428,271941.1,301,25207,127,246734,1
250,2011,7,14,20110714,431,271902.1,305,25207,127,246735,1
252,2011,7,15,20110715,433,276760.4,307,25208,127,251553,1
254,2011,7,16,20110716,434,276817.4,311,25209,127,251609,1
256,2011,7,17,20110717,437,276818.1,313,25209,128,251612,1
258,2011,7,18,20110718,440,276867.1,314,25209,128,251659,1
260,2011,7,19,20110719,441,276867.2,316,25209,128,251659,1
262,2011,7,20,20110720,443,276867.4,321,25210,128,251659,1
264,2011,7,21,20110721,448,276868.6,322,25211,129,251700,1
266,2011,7,22,20110722,450,276910.1,324,25211,131,251795,1
268,2011,7,23,20110723,456,278005.5,326,25211,131,255549,1
270,2011,7,24,20110724,459,280759.2,328,25211,131,258697,1
272,2011,7,25,20110725,461,283907,330,25201,131,260082,1
274,2011,7,26,20110726,463,285302.7,330,25220,132,260630,1
276,2011,7,27,20110727,463,285850.8,332,25223,134,260632,1
278,2011,7,28,20110728,465,285856,334,25223,134,265478,1
280,2011,7,29,20110729,467,290702.2,335,25223,134,265363,1
282,2011,7,30,20110730,468,290587.7,336,25224,134,265363,1
284,2011,7,31,20110731,469,290587.7,337,25224,134,265363,1
505,2011,8,7,20110807,479,292764.6,,,,,1
506,2011,8,8,20110808,480,292440,,,,,1
507,2011,8,9,20110809,482,292440.2,,,,,1
508,2011,8,10,20110810,482,292440.2,,,,,1
509,2011,8,11,20110811,483,292440.3,,,,,1
510,2011,8,12,20110812,483,292440.3,,,,,1
511,2011,8,13,20110813,485,292440.4,,,,,1
512,2011,8,14,20110814,487,292440.6,,,,,1
514,2011,8,16,20110816,487,292440.2,,,,,1
515,2011,8,17,20110817,487,292440.3,,,,,1
516,2011,8,18,20110818,487,292440.3,,,,,1
517,2011,8,19,20110819,487,292440.3,,,,,1
518,2011,8,20,20110820,487,292242.2,,,,,1
519,2011,8,22,20110822,488,292342.3,,,,,1
520,2011,8,23,20110823,488,292342.3,,,,,1
521,2011,8,24,20110824,491,292342.4,,,,,1
522,2011,8,25,20110825,491,292342.4,,,,,1
523,2011,8,26,20110826,493,292342.6,,,,,1
524,2011,8,27,20110827,495,292342.7,,,,,1
525,2011,8,28,20110828,495,292342.7,,,,,1
526,2011,8,29,20110829,495,292342.8,,,,,1
527,2011,8,30,20110830,495,292232.4,,,,,1
528,2011,8,31,20110831,495,292232.5,,,,,1
534,2011,9,1,20110901,496,292232.6,,,,,1
535,2011,9,2,20110902,498,292232.6,,,,,1
537,2011,9,6,20110906,498,292233.7,,,,,1
538,2011,9,7,20110907,500,292094.7,,,,,1
539,2011,9,8,20110908,502,292095.2,,,,,1
540,2011,9,9,20110909,499,292095.2,,,,,1
541,2011,9,10,20110910,499,292095.2,,,,,1
542,2011,9,11,20110911,499,292095.2,,,,,1
543,2011,9,12,20110912,499,292095.2,,,,,1
544,2011,9,13,20110913,500,292095.2,,,,,1
545,2011,9,14,20110914,500,292095.3,,,,,1
546,2011,9,15,20110915,500,292095.7,,,,,1
547,2011,9,19,20110919,502,292095.9,,,,,1
548,2011,9,20,20110920,502,292095.9,,,,,1
549,2011,9,21,20110921,502,292094,,,,,1
550,2011,9,22,20110922,502,293013,,,,,1
551,2011,9,26,20110926,502,293013,,,,,1
552,2011,9,27,20110927,505,293016.1,,,,,1
553,2011,9,30,20110930,507,293017.4,,,,,1
554,2011,10,3,20111003,507,293017.4,,,,,1
